gene_symbol,audit_score_median,audit_score_lo95,audit_score_hi95,uncertainty_width,rank_median,rank_lo95,rank_hi95,confidence_class,is_hk,is_plasma_hi,leakage_mult,max_I2_meta,rna_pattern_rho,rna_cohort_agreement
LRRC27,0.0546923398312372,0.0165105692765387,0.0902705021299876,0.0737599328534489,7558,6359.475,9508.55,low,FALSE,FALSE,1,86.2841277281274,0.97832982156802,0.75
LRRC28,0.142370944239193,0.108986884407615,0.319219051048998,0.210232166641383,4963.5,2450.475,5838.05,low,FALSE,FALSE,1,90.3963291071578,0.989525290583694,0.5
LRRC29,0.033624561727717,0.0158086846997707,0.0840882578179998,0.0682795731182291,8474.5,6538.325,9532,low,FALSE,FALSE,1,91.8925779653354,0.95582044742227,0.75
LRRC36,0.0637271546676006,0.0200768422419169,0.107332243319915,0.087255401077998,7226.5,5814.375,9326.15,low,FALSE,FALSE,1,61.3092827115241,0.961956335406068,0.5
LRRC37A,0.0294440496253951,0.0122803317717417,0.0791324133835526,0.0668520816118109,8720.5,6746.4,9712.525,low,FALSE,FALSE,1,98.9736918984327,0.990572745421436,0.75
LRRC37A3,0.0231519812806917,0.00721598699660316,0.0719931260286365,0.0647771390320333,9132.5,6963.675,9884.05,low,FALSE,FALSE,1,95.4834161584589,0.778321601903198,0.5
LRRC37B,0.0239893964046,0.00635002760313218,0.0736617218786898,0.0673116942755577,9089,6934.95,9914.05,low,FALSE,FALSE,1,93.94563302775,0.936990427413596,0.5
LRRC39,0.0278454081099819,0.00886398951577575,0.0793786258899009,0.0705146363741252,8828.5,6766.45,9840,low,FALSE,FALSE,1,90.1453924248299,0.696938112456002,0.5
LRRC4,0.0300666485451274,0.0126229267748138,0.081560747980306,0.0689378212054922,8690,6643.6,9687.625,low,FALSE,FALSE,1,97.0888358128619,0.931498138800784,0.75
LRRC42,0.398331057169596,0.343676983157696,0.455594850125754,0.111917866968058,1550.5,930,2096.05,medium,FALSE,FALSE,1,21.3147502539383,0.963830668452986,0.5
LRRC43,0.0181990616847089,0.00298537225137135,0.0576321873534858,0.0546468151021145,9436.5,7423.775,10007.675,low,FALSE,FALSE,1,89.9272390315672,0.873252525302661,0.25
LRRC46,0.0322037496836152,0.0128644674678755,0.0866683633075474,0.0738038958396719,8563,6472.35,9671.15,low,FALSE,FALSE,1,93.4702387473059,0.993651874394957,0.75
LRRC47,0.200633596929743,0.177996566036837,0.477044637739696,0.299048071702859,4188.5,729.475,4508.525,low,FALSE,FALSE,1,92.656636158953,0.957763907418884,1
LRRC49,0.032942035429633,0.0129914723356464,0.086990023269013,0.0739985509333665,8510.5,6505.7,9672.5,low,FALSE,FALSE,1,93.711467456596,0.717968255218079,0.75
LRRC4B,0.0365074921793648,0.0203426736604737,0.0925908305364297,0.0722481568759561,8277.5,6291.8,9301.625,low,FALSE,FALSE,1,97.9812947202225,0.738800233016628,1
LRRC56,0.0260757386476795,0.00715590128414665,0.078808032865055,0.0716521315809083,8956.5,6765.425,9894.875,low,FALSE,FALSE,1,91.8033380579666,0.712690524913129,0.5
LRRC61,0.0301651736899058,0.00836484155144591,0.07934363127966,0.0709787897282141,8702,6682.875,9860.1,low,FALSE,FALSE,1,88.8495455225722,0.681568567136709,0.5
LRRC7,0.0937194425743756,0.0412784507002695,0.129921459203121,0.0886430085028517,6242,5125.7,8005.275,low,FALSE,FALSE,1,14.1991141896922,0.979642095357151,0.75
LRRC70,0.013929328634039,0.00260945208737276,0.0535104520428468,0.0509009999554741,9637,7573.975,10012.525,low,FALSE,FALSE,1,96.8652605097172,0.973501549723298,0.25
LRRC71,0.201847899457948,0.180393171990087,0.253834104301502,0.0734409323114149,4154.5,3527.9,4433.525,low,FALSE,FALSE,1,0,0.969810706830289,
LRRC73,0.015203701206886,0.00250599462023559,0.0476489063739251,0.0451429117536895,9562,7799.75,10022.725,low,FALSE,FALSE,1,96.5205870152224,0.75459801570127,0.25
LRRC74A,0.343244673807643,0.317271396136222,0.393501235851781,0.0762298397155581,2197,1617.125,2371.05,medium,FALSE,FALSE,1,26.3379943718666,0.944713756544291,
LRRC75A,0.133770952486596,0.117928832681299,0.320959455979206,0.203030623297907,5034,2449,5552.2,low,FALSE,FALSE,1,99.3478642497141,0.954235851203522,1
LRRC75B,0.445396028327265,0.299672125321383,0.480747796028448,0.181075670707065,918,709.475,2804.025,low,FALSE,FALSE,1,60.9963158146453,0.971345266403066,1
LRRC8A,0.430528368847866,0.374597145418647,0.477299608719614,0.102702463300967,1118.5,720.475,1826.525,medium,FALSE,FALSE,1,0.00144623226056592,0.994150304752624,0.75
LRRC8D,0.330355420937599,0.276771548940844,0.374933779272338,0.0981622303314943,2306.5,1843.475,3161.675,low,FALSE,FALSE,1,51.1583098765382,0.952534888926636,0.5
LRRC9,0.00607697752126126,0.000243260065189712,0.0301813715831786,0.0299381115179889,9921.5,8647.1,10078,low,FALSE,FALSE,1,95.8781724880287,0.764792335876174,
LRRFIP1,0.5256175245935,0.463408320255477,0.560409899485353,0.0970015792298765,471,424,671.525,high_uncertain,FALSE,FALSE,1,29.2192311262633,0.964250731071887,1
LRRFIP2,0.474294607023909,0.420684913398725,0.529062475355904,0.108377561957179,666,488.475,1188.1,high_uncertain,FALSE,FALSE,1,27.6394189086619,0.99723752247531,0.5
LRRIQ3,0.0198032732410355,0.00288946344926318,0.0650570849968664,0.0621676215476032,9343.5,7179.125,10014.675,low,FALSE,FALSE,1,88.9197012183313,0.644932432411312,0.25
LRRIQ4,0.155420659649099,0.0651482845382152,0.201331067233009,0.136182782694794,4762.5,4159.125,7171.525,low,FALSE,FALSE,1,88.2020305060261,0.997111545096271,0
LRRK1,0.22503561917575,0.0925674917510381,0.284232036036311,0.191664544285273,3899.5,3132.9,6277.1,low,FALSE,FALSE,1,86.6705015883285,0.991810128162696,0.5
LRRK2,0.505005403132734,0.444916204434418,0.53955410001732,0.0946378955829016,535,477,902.4,high_uncertain,FALSE,FALSE,1,44.4459052877272,0.978938982592915,1
LRRN1,0.215916455099599,0.0869119480586586,0.324401639940634,0.237489691881976,4000.5,2364.9,6485.525,low,FALSE,FALSE,1,80.3842678527828,0.958351283998123,0.25
LRRN2,0.0652332961290989,0.0216294108218226,0.0967693852358818,0.0751399744140592,7171,6227.9,9217.875,low,FALSE,FALSE,1,88.6052215158333,0.981188063017154,1
LRRN3,0.02997074045325,0.0109761267592619,0.0837745144863148,0.0727983877270529,8689.5,6591.85,9755.45,low,FALSE,FALSE,1,97.5107927035772,0.811433692978564,0.75
LRRN4,0.382624740097142,0.267704828125922,0.430959112529106,0.163254284403184,1744,1161.475,3296.175,low,FALSE,FALSE,1,55.7114572169013,0.981785976143835,0.5
LRRN4CL,0.207917452122715,0.139888486453517,0.275444720025243,0.135556233571726,4088.5,3183.85,4926.525,low,FALSE,FALSE,1,68.6844654943098,0.90153984542116,0.5
LRRTM1,0.0276961948116636,0.00621950910775329,0.080728735667775,0.0745092265600217,8840.5,6680.875,9915,low,FALSE,FALSE,1,90.9669824528803,0.666542893314848,0.5
LRRTM2,0.0365060365871001,0.0216588645563799,0.0914249976276417,0.0697661330712618,8259,6291.475,9253.275,low,FALSE,FALSE,1,98.2744331322219,0.706151636122069,1
LRRTM3,0.0649634593896896,0.0217399574742154,0.119683658848724,0.0979437013745082,7197,5500.475,9229.675,low,FALSE,FALSE,1,77.962859161256,0.897400482146428,0.75
LRRTM4,0.0245148297767184,0.00780262445305479,0.074955305885744,0.0671526814326892,9062,6897.425,9884.05,low,FALSE,FALSE,1,92.2505631044046,0.88946651257985,0.5
LRSAM1,0.126359273735193,0.0781646649763813,0.190538262880757,0.112373597904376,5285,4321.325,6744.35,low,FALSE,FALSE,1,71.1458217250574,0.969485239990333,0.75
LSAMP,0.366931280110382,0.23176041494668,0.425854425022946,0.194094010076266,1911.5,1276.175,3842.1,low,FALSE,FALSE,1,62.7136146658929,0.924537891866054,0.5
LSM10,0.0931470900122711,0.0417723369560706,0.129065670055278,0.0872933330992073,6271.5,5190.85,7986.4,low,FALSE,FALSE,1,52.5604347746581,0.973111905295749,0.75
LSM14B,0.0336154518621816,0.00875025752996701,0.078627851502587,0.06987759397262,8483.5,6784.025,9837.125,low,FALSE,FALSE,1,87.5020682706016,0.978310312932032,0.5
LSMEM1,0.0895306155017375,0.0739807364749615,0.222835823864152,0.148855087389191,6382,3970,6896.05,low,FALSE,FALSE,1,98.1330667612695,0.993572626961023,0.5
LSMEM2,0.123472271053016,0.105891368038959,0.307867442326394,0.201976074287435,5345.5,2623.8,5904.975,low,FALSE,FALSE,1,99.5008227045217,0.995973971386631,0.5
LSR,0.163523749936713,0.102916802426788,0.198397642144034,0.0954808397172462,4695.5,4239.95,6010.975,low,FALSE,FALSE,1,25.4734269297721,0.956879976231437,0.75
LSS,0.0603162686700975,0.040195757701745,0.14301609271135,0.102820335009605,7333,4887.95,8059.15,low,FALSE,FALSE,1,90.5136525545895,0.982202846060422,1
LTB,0.159588988206064,0.0645802735997556,0.214507079879017,0.149926806279261,4712,4055.475,7236.575,low,FALSE,FALSE,1,87.1037000110495,0.989570186524971,0.5
LTB4R,0.0477967402533416,0.0109919784149837,0.0956064562415485,0.0846144778265647,7794,6240.125,9755,low,FALSE,FALSE,1,77.7872167235203,0.966411477695719,0.5
LTB4R2,0.0299967555557429,0.011302017172265,0.0785745659823505,0.0672725488100855,8696.5,6750.55,9741.725,low,FALSE,FALSE,1,98.3954320500142,0.932366750306201,0.75
LTBP1,0.589475212064189,0.260875351204404,0.877643741296319,0.616768390091915,320.5,2,3566.525,high_uncertain,FALSE,FALSE,1,75.163497396047,0.998904709516343,0.5
LTBP3,0.323947627165921,0.131264607547684,0.368724280524317,0.237459672976633,2348.5,1952.425,5121.25,low,FALSE,FALSE,1,85.0312683305439,0.916113218284482,0.75
LTBP4,0.334393642388731,0.289848865862185,0.497361950418025,0.20751308455584,2286.5,581.95,2871.125,low,FALSE,FALSE,1,74.6088029422652,0.979787112141741,0.5
LTBR,0.0329587620046243,0.00519369873372158,0.0842301218308244,0.0790364230971029,8500.5,6512.75,9947.05,low,FALSE,FALSE,1,73.6682031107825,0.892704902251225,0.25
LTC4S,0.350954073662445,0.225040495114219,0.415140559190397,0.190100064076177,2095.5,1430.325,3917.675,low,FALSE,FALSE,1,68.1910170322171,0.908993537591947,0.75
LTF,0.15971855720006,0.108357440484443,0.197314837509602,0.0889573970251587,4727.5,4222.95,5768.25,low,FALSE,FALSE,1,20.1679511324538,0.619558994164204,0.75
LTK,0.318725779388469,0.139281127155546,0.474315495324183,0.335034368168637,2444.5,744.85,4940.1,low,FALSE,FALSE,1,74.0161952674281,0.963371788111765,1
LUC7L,0.0732561265388081,0.0277667116180147,0.124972688643988,0.0972059770259729,6941.5,5302.075,8855.5,low,FALSE,FALSE,1,73.1399414551956,0.977714058614144,0.75
LUC7L2,0.0223145848609408,0.00780623557841377,0.0683372178238646,0.0605309822454509,9206,7146.175,9871.15,low,FALSE,FALSE,1,99.0895237424534,0.949903733735665,0.5
LUZP1,0.225230448674676,0.136070318009225,0.344141632233886,0.208071314224662,3912.5,2189.55,5250.77499999997,low,FALSE,FALSE,1,74.2217320151927,0.976154341512047,0.5
LVRN,0.392649653827321,0.341677397484135,0.448537558231113,0.106860160746978,1611,1000.475,2151.675,medium,FALSE,FALSE,1,36.6416046880558,0.96478140985469,0.5
LY6D,0.492842616356425,0.20716582243732,0.729187139052412,0.522021316615092,590.5,31,4099.825,high_uncertain,FALSE,FALSE,1,76.7856179320032,0.992293111883148,0.25
LY6E,0.422073710392355,0.366011894734609,0.461831985656381,0.0958200909217717,1250.5,829.95,1923.2,medium,FALSE,FALSE,1,31.1940010130749,0.957356482782623,0.75
LY6G5C,0.051582142762066,0.0163939869818222,0.090595658142058,0.0742016711602359,7662,6335.475,9498.7,low,FALSE,FALSE,1,86.182348577286,0.992263351138143,0.75
LY6H,0.00602294049498939,0.000215044920898446,0.0332527831791905,0.033037738258292,9920.5,8492.8,10077.05,low,FALSE,FALSE,1,97.250380923676,0.586915166603968,
LY6K,0.438173087629302,0.384173308056023,0.468009504696563,0.0838361966405402,1014,831.95,1672.2,medium,FALSE,FALSE,1,12.7529437855249,0.98400824053225,1
LY75,0.379918800209209,0.273595743135418,0.434591856498509,0.160996113363091,1757,1108.425,3211,low,FALSE,FALSE,1,56.458500753807,0.983125137983735,0.5
LY86,0.0883163421721621,0.06233593462577,0.202927617251271,0.140591682625501,6484,4155.425,7259.675,low,FALSE,FALSE,1,90.2025760457444,0.963425365022182,0.75
LY9,0.24714514160728,0.0990635131041367,0.366757259490887,0.26769374638675,3668,1950.475,6093.3,low,FALSE,FALSE,1,82.2671487978698,0.963192910908539,0.5
LYAR,0.27461190318669,0.225631939887463,0.322425860920247,0.0967939210327846,3207.5,2446.475,3914.1,low,FALSE,FALSE,1,0.00625365000384907,0.949384098101517,0.5
LYG2,0.0169475575317165,0.000677308341304898,0.0679702535095663,0.0672929451682614,9482,7110.05,10066.575,low,FALSE,FALSE,1,38.7385325344902,0.93629646265985,
LYNX1,0.333260806237938,0.285325580419712,0.374657415543615,0.0893318351239029,2266,1882.475,3009.675,low,FALSE,FALSE,1,44.8988582943203,0.957027376836168,0.75
LYPD2,0.280872533019653,0.237330895202627,0.421482722786227,0.1841518275836,3053,1256.85,3745.425,low,FALSE,FALSE,1,73.6863271246526,0.999313217975362,0.25
LYPD3,0.468066730881452,0.327851226592206,0.528195652876114,0.200344426283908,706,489.475,2361.2,high_uncertain,FALSE,FALSE,1,57.9293650827337,0.992455939385619,0.5
LYPLA1,0.611461415261436,0.554436781502892,0.659638081717855,0.105201300214963,251,143.475,395.05,stable_high,FALSE,FALSE,1,0,0.974527835013412,0.75
LYPLA2,0.156892971585179,0.0989276828397396,0.198421285282369,0.0994936024426292,4763,4223.95,6107.675,low,FALSE,FALSE,1,56.9253328485646,0.595801305079093,0.75
LYRM1,0.0848707856106772,0.0315519397292334,0.129716273191273,0.0981643334620397,6496.5,5216.825,8658.05,low,FALSE,FALSE,1,84.8894727737279,0.986271107975789,0.5
LYRM2,0.0456143525622757,0.02780650004309,0.122267541742099,0.0944610416990095,7849,5458.9,8846.075,low,FALSE,FALSE,1,95.3291527568317,0.937497837950593,0.5
LYRM4,0.0735160537812241,0.0273051954988855,0.122564701905957,0.0952595064070715,6915.5,5428.75,8852.525,low,FALSE,FALSE,1,72.2054028350828,0.966843727841108,0.75
LYRM7,0.0288170986113944,0.00687257591998816,0.0800394218588494,0.0731668459388612,8819.5,6732.975,9896.4,low,FALSE,FALSE,1,89.184719942517,0.975983199642986,0.5
LYRM9,0.0230398155045462,0.00653231667106023,0.0688010179265717,0.0622687012555114,9158.5,7114.65,9904.575,low,FALSE,FALSE,1,97.2920098233913,0.973671570263198,0.5
LYSMD2,0.0167458988598929,0.00308108378274289,0.0631839155739114,0.0601028317911685,9492,7262.9,10005,low,FALSE,FALSE,1,92.8130563407506,0.640088419872037,0.25
LYVE1,0.286301307938533,0.115888251236106,0.334234362205397,0.218346110969291,2971,2346.325,5608.875,low,FALSE,FALSE,1,86.2675458844619,0.98272724065821,0.75
LZIC,0.17244652502468,0.076342252116878,0.240150313476888,0.16380806136001,4532.5,3761.275,6811.25,low,FALSE,FALSE,1,89.7161496909932,0.977554163543236,0.5
LZTFL1,0.0319600820276688,0.00734334704836849,0.080485428805135,0.0731420817567665,8591,6683.225,9874.4,low,FALSE,FALSE,1,88.4303861455187,0.5778788594777,0.5
LZTS1,0.130130009664448,0.0772290909531605,0.178477802681693,0.101248711728532,5139,4535.85,6777.25,low,FALSE,FALSE,1,61.0479522171778,0.693486191780844,0.5
LZTS3,0.0219128271042208,0.00415283720785575,0.0659895030643545,0.0618366658564987,9216.5,7182.85,9978.525,low,FALSE,FALSE,1,86.5658527870874,0.935396213762579,0.25
MAB21L1,0.090081047091955,0.044102112008667,0.135470611804763,0.0913684997960956,6368,5032.375,7928.925,low,FALSE,FALSE,1,70.9392630920704,0.961711027128096,1
MAB21L3,0.182590565924287,0.117966202454642,0.245355880284261,0.12738967782962,4447.5,3625.5,5582.3,low,FALSE,FALSE,1,65.3666010457015,0.96892636361733,0.25
MACC1,0.273084214566771,0.108723090916022,0.399501810294359,0.290778719378337,3190.5,1558.675,5824.725,low,FALSE,FALSE,1,82.2320566605731,0.948614129803128,0.5
MACO1,0.435463352662093,0.181985287928106,0.495587874645404,0.313602586717298,1033.5,674,4444.625,low,FALSE,FALSE,1,88.7317210861488,0.98064731241377,1
MACROD1,0.345755217136936,0.142887700937194,0.521281408176915,0.37839370723972,2133.5,515.95,4871.525,high_uncertain,FALSE,FALSE,1,79.8845801152878,0.957532195181182,0.25
MACROD2,0.256879804519296,0.203077941678726,0.295964111476815,0.0928861697980886,3475.5,2880.375,4155.2,low,FALSE,FALSE,1,0,0.962441380762526,0.75
MACROH2A1,0.143289595589264,0.0641748595219539,0.212085529246726,0.147910669724772,4866,4043.475,7211.05,low,FALSE,FALSE,1,90.6496245095427,0.959665052977445,0.5
MAD2L1,0.392738835166559,0.34425050640047,0.443294087152618,0.0990435807521484,1628.5,1044.9,2149.725,medium,FALSE,FALSE,1,0.00306282881385517,0.942966855039173,0.5
MADCAM1,0.0632166520249806,0.0200987785268719,0.115555258637823,0.095456480110951,7230,5729.325,9347.25,low,FALSE,FALSE,1,63.8714965702534,0.943220835003712,0.5
MADD,0.0926836075557911,0.0353824245761791,0.135852715387531,0.100470290811351,6306,4973.9,8357,low,FALSE,FALSE,1,87.8846831915329,0.989077801777563,0.75
MAEA,0.0489177014177795,0.012534761106575,0.0992391791726916,0.0867044180661167,7780.5,6169.85,9690.2,low,FALSE,FALSE,1,76.1482870839462,0.940607583248978,0.5
MAEL,0.285124798529074,0.231004858651111,0.311877759826268,0.0808729011751566,2997.5,2687.9,3844.675,low,FALSE,FALSE,1,32.473442722818,0.997606749730545,1
MAF,0.3184325735237,0.266148306885188,0.359974745023872,0.0938264381386834,2432,2040.425,3322.575,low,FALSE,FALSE,1,0.00364382304281731,0.975622068920798,0.75
MAFA,0.248609841105917,0.185148035009594,0.377980375345916,0.192832340336322,3607.5,1857.225,4333.05,low,FALSE,FALSE,1,75.8313884392026,0.942578018329609,0.75
MAFB,0.0325922232588404,0.0120198900886336,0.0866204591407479,0.0746005690521143,8540.5,6535.85,9715,low,FALSE,FALSE,1,93.8023576393785,0.752741817725202,0.75
MAGED1,0.13955128144942,0.0587784554811435,0.19260657019187,0.133828114710726,4915,4318.9,7352.625,low,FALSE,FALSE,1,89.0033185029331,0.775204533197097,0.75
MAGED2,0.053369635526587,0.0288413798452213,0.127036487052405,0.0981951072071833,7572.5,5316.65,8808.675,low,FALSE,FALSE,1,90.6560758157613,0.693388381851625,0.5
MAGED4,0.0905652065783548,0.0822984492528132,0.223000816372633,0.14070236711982,6352,3961.225,6589.575,low,FALSE,FALSE,1,99.088058020895,0.780045820013938,
MAGED4B,0.0951846261973379,0.0864930187378755,0.235588219057304,0.149095200319429,6203,3758.85,6440,low,FALSE,FALSE,1,99.129732461403,0.838043355079459,
MAGEE1,0.0321141232046801,0.0122620993179771,0.0868913402342864,0.0746292409163092,8547,6468.75,9674.975,low,FALSE,FALSE,1,93.5609167893596,0.994451799209366,0.75
MAGEE2,0.00654541814896028,0.000314219344436869,0.0391871504586624,0.0388729311142255,9906,8159.2,10076,low,FALSE,FALSE,1,92.5078596270714,0.907827146996677,
MAGEF1,0.150618579695124,0.0672771707876798,0.214072535749241,0.146795364961561,4815,4020.8,7112.525,low,FALSE,FALSE,1,90.8639216855704,0.943393668787594,0.25
MAGEH1,0.0152856612276708,0.00196803226773406,0.0606663024545932,0.0586982701868591,9563.5,7302.325,10036.05,low,FALSE,FALSE,1,94.0594870932606,0.787291188205881,0.25
MAGEL2,0.0353729062644931,0.012980131104324,0.0881521804998001,0.0751720493954761,8364,6449.125,9678.05,low,FALSE,FALSE,1,90.7892592413502,0.845366841176148,0.75
MAGI1,0.584212282403887,0.542089637989577,0.643411332736848,0.101321694747271,333,174.95,422.525,stable_high,FALSE,FALSE,1,39.1402626093939,0.999887786047508,0.25
MAGI2,0.0310499070842087,0.0124706067081446,0.083080614236769,0.0706100075286244,8603,6625.95,9708.575,low,FALSE,FALSE,1,93.5890952137048,0.67268088532668,0.75
MAGI3,0.439023986607295,0.181881677806045,0.630743753608628,0.448862075802583,1028,210.55,4474.525,high_uncertain,FALSE,FALSE,1,81.7627094783177,0.975587175821244,0.75
MAJIN,0.246888385520499,0.185042723797787,0.294958909540431,0.109916185742645,3630,2884.325,4388.15,low,FALSE,FALSE,1,55.066575391451,0.869891182792617,0.5
MAK,0.117942466622958,0.0639902744391427,0.136578898103812,0.0725886236646695,5516.5,5014.475,7241.575,low,FALSE,FALSE,1,0,0.945984257621784,1
MAL,0.296463119456971,0.255516558336746,0.354478841041854,0.0989622827051078,2801.5,2099.3,3454.15,low,FALSE,FALSE,1,47.3044485607331,0.990192500079931,0.25
MAL2,0.632651728890261,0.567845888193051,0.687279140982775,0.119433252789724,182.5,89.475,353.525,stable_high,FALSE,FALSE,1,42.119603062483,0.9891624579163,0.75
MALRD1,0.120652661761549,0.10415796463633,0.298995632064014,0.194837667427684,5451.5,2857.9,5950.525,low,FALSE,FALSE,1,96.7141515643036,0.953634262341349,0.5
MAMDC2,0.325994792078917,0.136748102263813,0.489842320954804,0.353094218690991,2348,599.425,5000.2,low,FALSE,FALSE,1,78.0846951566735,0.949270810517672,0.5
MAMDC4,0.281976021810117,0.113312086805675,0.418310252741937,0.304998165936262,3044,1295.275,5720.25,low,FALSE,FALSE,1,81.6319122256899,0.903005271242486,0.75
MAML1,0.29840270767834,0.123313628068467,0.443627899895096,0.32031427182663,2763.5,977.475,5405.725,low,FALSE,FALSE,1,74.5514452451593,0.995109272694796,0.5
MAML3,0.0245300040871446,0.0070227012885699,0.072990469157788,0.0659677678692181,9064.5,6957.9,9890.575,low,FALSE,FALSE,1,93.6734613376669,0.97364587232019,0.5
MAMLD1,0.0154578883498754,0.00230315820724148,0.0524225426683559,0.0501193844611144,9564.5,7641.275,10031,low,FALSE,FALSE,1,96.2523659083192,0.946487135398702,0.25
MAN1A1,0.0939801150535246,0.0352964669058238,0.138293953469546,0.102997486563722,6227,4949.85,8339.5,low,FALSE,FALSE,1,89.3867254285574,0.973314246547203,0.75
MAN1A2,0.61906167367549,0.415896054146376,0.677366199362933,0.261470145216557,216,113.475,1322.675,high_uncertain,FALSE,FALSE,1,66.7112057994419,0.928346468020745,1
MAN2A1,0.634217467527572,0.45914436340669,0.684578415896119,0.225434052489429,184,90.475,768.575,high_uncertain,FALSE,FALSE,1,53.3361387262555,0.997637689676646,0.75
MAN2A2,0.131519835717928,0.11045573214498,0.320885214651827,0.210429482506848,5114,2453.425,5740.05,low,FALSE,FALSE,1,95.2943935583557,0.979612758369437,0.75
MAN2B2,0.0764228958183462,0.0266234968082026,0.127524125101212,0.10090062829301,6810.5,5213.475,8924.675,low,FALSE,FALSE,1,80.6535230730218,0.965704559323117,0.25
MAN2C1,0.0332809228935316,0.0143480906491979,0.0896711198033932,0.0753230291541953,8477.5,6397.475,9605.35,low,FALSE,FALSE,1,92.1876724141196,0.926964055843839,0.75
MANBA,0.0469392348235284,0.0142012789898107,0.0915026717791315,0.0773013927893209,7820.5,6358.85,9596,low,FALSE,FALSE,1,87.8566756174016,0.837337752232382,0.75
MANBAL,0.0522745797035501,0.0277893596659148,0.125315632711498,0.0975262730455831,7620,5299.825,8855.325,low,FALSE,FALSE,1,91.7067433529945,0.696186201059008,0.5
MANEAL,0.0960149150072997,0.0794603257116719,0.231762510530702,0.15230218481903,6197,3822.6,6708.05,low,FALSE,FALSE,1,97.9570754567901,0.83848025201306,0.5
MANSC1,0.300557189072899,0.206748709661953,0.371119185283723,0.16437047562177,2705.5,1868.275,4113,low,FALSE,FALSE,1,68.3657323134667,0.994673438822949,0.25
MANSC4,0.0107193038984271,0.000326443715192797,0.0494727294333857,0.0491462857181929,9758,7728.35,10074.525,low,FALSE,FALSE,1,83.4932987325897,0.971958292681034,
MAOA,0.18634291024779,0.168619080633031,0.447679415225946,0.279060334592916,4380.5,950.9,4626.05,low,FALSE,FALSE,1,95.75702205155,0.994988953696518,0.5
MAOB,0.393809236746855,0.343224052644306,0.449146684804294,0.105922632159988,1599.5,965,2155.05,medium,FALSE,FALSE,1,52.3041152555783,0.95448507944761,0.5
MAP1B,0.0461714398916232,0.0148336806476825,0.0901137419362646,0.0752800612885821,7849,6439.8,9580.025,low,FALSE,FALSE,1,87.6511732524104,0.848547974104372,0.75
MAP1LC3A,0.0431143918316081,0.0233652530641775,0.106625448941703,0.0832601958775255,7970,5918.6,9135.05,low,FALSE,FALSE,1,90.0938735278563,0.996353100545138,0.25
MAP1LC3C,0.255556468941781,0.235344004556168,0.3114055585649,0.0760615540087324,3515.5,2594.225,3755.525,low,FALSE,FALSE,1,0,0.99084112996268,
MAP2,0.058523387220736,0.0425868009148391,0.142204979206559,0.0996181782917194,7405,4897,7975.625,low,FALSE,FALSE,1,94.3222592635487,0.856695612645263,1
MAP2K2,0.263285119225357,0.107134325437542,0.36511009419235,0.257975768754809,3370,1936.4,5886.725,low,FALSE,FALSE,1,84.4958823867041,0.924244188030279,0.5
MAP2K3,0.33553774362829,0.139658884052013,0.507141549037522,0.367482664985509,2237.5,565.95,4909.625,high_uncertain,FALSE,FALSE,1,79.7309105647125,0.987003932303478,0.75
MAP2K4,0.114473218653314,0.046393358334104,0.182531344649369,0.136137986315265,5632.5,4451.6,7822.2,low,FALSE,FALSE,1,78.5307339922451,0.978180311332371,0.75
MAP2K5,0.391424320028299,0.171260644320459,0.583481116419206,0.412220472098748,1653.5,339.475,4596.175,high_uncertain,FALSE,FALSE,1,76.0447164662867,0.993191928422595,0.5
MAP2K6,0.0805761764410867,0.0350274063585496,0.137846112975954,0.102818706617404,6667.5,4896.5,8432.2,low,FALSE,FALSE,1,77.3215456916594,0.966924164117738,0.25
MAP2K7,0.13229697867199,0.108537735841433,0.314707718272388,0.206169982430955,5120,2553.85,5803.975,low,FALSE,FALSE,1,91.9076046628784,0.94128267315974,0.75
MAP3K11,0.340867183926281,0.241471004504401,0.431836094796618,0.190365090292218,2173.5,1168.275,3729.05,low,FALSE,FALSE,1,69.4487132875651,0.995419672304208,0.5
MAP3K14,0.383213579383212,0.343011683971121,0.440808233302726,0.0977965493316048,1760,1016.5,2130.525,medium,FALSE,FALSE,1,20.3337991657527,0.998883080242523,0.25
MAP3K15,0.0296539005136143,0.011917401457871,0.0796945529532708,0.0677771514953998,8745.5,6696.375,9726.45,low,FALSE,FALSE,1,98.8858938544068,0.998460624088313,0.75
MAP3K21,0.403530449272917,0.351463578978862,0.456524749873611,0.105061170894749,1510,891.225,2049.1,medium,FALSE,FALSE,1,0.00110062229658622,0.987556040517079,0.5
MAP3K3,0.296627406775668,0.245176446126635,0.345799100221632,0.100622654094997,2799,2140.375,3657.05,low,FALSE,FALSE,1,22.5247170936255,0.965145632274302,0.5
MAP3K4,0.0580409704883995,0.0167723642020954,0.0917674155435729,0.0749950513414776,7400,6352.7,9498.05,low,FALSE,FALSE,1,85.3965046375715,0.959935751281489,0.75
MAP3K7CL,0.063166154106297,0.021124111714592,0.0983582697532021,0.0772341580386101,7263,6178.9,9263.225,low,FALSE,FALSE,1,81.9728592003412,0.947598371419178,0.75
MAP3K9,0.0506040035354993,0.0129663224034242,0.100124163793982,0.0871578413905582,7699.5,6048,9667.15,low,FALSE,FALSE,1,75.9294063734069,0.663116330666285,0.5
MAP4K1,0.211889647054002,0.0845367946834628,0.247142634096058,0.162605839412595,4065.5,3781.475,6563,low,FALSE,FALSE,1,86.9627190507538,0.981659782353314,1
